변수,6개,7개,8개,9개,10개,11개,12개,13개,14개,15개,16개,17개,18개,19개,20개,21개,22개,23개,24개,25개,26개,27개,28개,29개,30개,31개,32개,33개,34개,35개,36개,37개,38개,39개,40개,41개,42개,43개,44개,45개,46개,47개,48개,49개,50개
정상청구원금_B2M,,,,,,,,,,,,,,,,,,,,,,,,,21.56291346125582,21.65465812518697,21.689505368065813,21.830750105290324,21.84439838287929,21.853444950196156,21.923234088560264,28.797728834449615,29.066268066522102,29.141176479281,29.166166996396832,29.336376620970142,29.37464579722299,29.523593645033984,29.613830599457604,29.684984585792392,30.060729401407944,30.169147932177893,30.31623366901064,30.335319201097036,30.34524611699446
_1순위카드이용금액,,,,,,,,,,,,,,,,,,,,,,,,,,24.104052961444573,24.128066098863663,24.15606579139278,24.16258922116852,24.162829659951683,24.352599597767217,24.766531810364462,24.91445890451585,24.93725841630505,49.07374275665137,49.25959948807961,49.45961861495382,49.65307110148248,50.2832936191197,50.9139507377398,51.02828630460862,51.09155271147039,51.49897821354477,51.644018521576015,51.66561346800795
이용건수_오프라인_B0M,,,,,,,,,,,,,,,,,,,,,,,,,,,24.413977538286115,24.415734223878435,24.48418861341919,30.227892543666535,32.492479973413964,32.51490043212456,36.03621312060925,36.03831449371032,36.05174028281128,36.26674018038102,36.58546960036947,36.59468193182673,36.59819372880454,36.60746453033172,36.60769460322493,36.61240825803146,36.6290297882906,36.63089904521815,36.63120609408765
청구금액_R3M,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.650381245994303,26.106320966679007,26.108865473343798,26.112056355847265,26.112141099230644,26.114545086502694,26.12228324209253,26.12406263383367,26.296270379161207,26.354132699992103,26.35452621308101,26.37712383296517,26.413194278246724,26.41372077703179,26.417732458108752,26.421272830576616,26.42688913347759,26.42774440716886
월중평잔_일시불,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.27722888974596,30.28654450850013,30.311035075596266,30.349740289302485,30.554220427938272,30.57669221510301,30.62945114311921,30.64820274903056,30.67490895847388,30.67579768521536,30.67590587116608,30.70312601167327,30.70722708043208,30.71831467270228,30.71842318891853,30.71842602774716,30.720181154665116
이용건수_오프라인_R3M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.797123226413866,32.88836909754205,32.88838730228361,32.888466715711274,32.89484488646334,32.894907951013344,33.34236724895252,36.336700961424654,36.44233686515403,36.443558771262815,36.44489199108486,36.51104042149733,36.60281067517072,36.60413219890338,36.63117014176563,36.63254397255516
이용건수_일시불_B0M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.01198530243969,33.20092191901426,35.83911329431684,63.95861251368008,63.98735301470246,64.46138385454556,105.40024506929208,2503.765747621921,4670.7682672084575,7618.400141926683,9821.461064035497,12511.72821344628,13875.031623001909,16390.64705386023,16401.171148634356
정상청구원금_B0M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.17821512607651,52.42954488924233,52.43435588944421,52.60676407005261,53.06862971380195,53.13239776244955,54.00010670298533,54.03054773045898,54.549082818373776,54.578541617347625,54.78055980648814,54.78211045364576,54.98368170371463,54.98383523257736
이용금액_일시불_B0M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.34185548999466,60.389247200842966,60.52237200488648,72.77321433275414,73.47451139658062,73.48536643161681,73.67328908055411,73.67911442654984,73.78237598125033,73.81801994410243,73.84246305216286,73.84668046747186,73.84914684515591
이용건수_일시불_R6M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.59909099385574,73.73290739798436,73.78449677652809,96.65693910706418,98.00496705875176,98.23034555658958,98.23041588160164,12157.114818085936,17888.59140240638,17929.49152254152,18145.84869486944,22957.82893247859
이용금액_R3M_신용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.21579454873542,83.45267719145322,83.45679170231904,83.45697353015642,83.5595787758822,85.07426813009447,85.07641599054008,85.10091273514398,85.29285826610135,85.4537396587772,85.46264139023639
이용금액_일시불_R3M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4150465014378,88.71023655742653,89.97481595529986,90.01777565368096,90.19310797388,90.75064984182016,91.043198487159,91.08613979950586,91.27829230455689,91.3082131319826
이용건수_신용_R3M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.22726763172273,137.738880421473,137.80007733675885,137.97017167186016,139.44348157348946,20602.53461767993,20699.007005318137,45632.49920802743,60644.051130107575
이용건수_신용_B0M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564.6241356869537,4632.995562465834,6852.993063989975,8573.602143344962,12788.96788753548,17487.17685847511,26757.12115196508,26862.24255269809
이용건수_일시불_R12M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4881.346858680079,5230.342880553167,7780.264424738578,7780.264854122177,8553.839225783291,8752.018434160642,9200.463289142734
이용건수_신판_B0M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10271.53226947096,10297.976308899284,10482.057779728317,21555.293418335685,42993.79609501563,43172.2361615611
이용건수_신용_R6M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12333.79249010046,18018.861842031554,18058.273696980224,18265.5865185406,84945.88761275503
이용건수_일시불_R3M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20672.45914948443,20766.15509101442,29544.162231451854,31659.71670693717
이용건수_신판_R12M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34029.977943294565,41112.8994921343,61151.42000452886
이용건수_신판_R3M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63224.24822557488,91751.64869363746
이용건수_신판_R6M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107585.33662453645
